Source_Name_3FGL,ln(Flux_Density),ln(Unc_EnergyFlux100),Spec_index,ln(significant_curve),ln(variability),hr12,hr23,hr34,hr45,GLAT_3FGL,Pivot_Energy,Spectrum_Type,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
3FGL J0937.8-6407,-27.29402737,-27.52115816,2.5450487,0.191909446,3.803582195,-0.565835126,-0.85273163,-0.605144136,-0.412025052,-8.7593565,718.74866,PowerLaw,0.99984373,1.56E-04,0.984629404,0.015370596,0.996702684,0.003297316,0.97919292,0.02080708,0,0,0,0
3FGL J0937.9-1435,-31.23497827,-27.72516994,1.889783,0.601943209,3.926855656,0.99966151,-0.399602343,-0.41805572,-0.771519593,27.203981,3530.1282,PowerLaw,0.999544402,4.56E-04,0.979092122,0.020907878,0.96525348,0.03474652,0.979850457,0.020149543,0,0,0,0
3FGL J0940.6-7609,-27.17952297,-27.45434371,2.3902748,0.113910213,3.875905552,-0.716917717,-0.468767106,-0.798902042,-0.999982604,-17.425198,878.10034,PowerLaw,0.845985722,0.154014278,0.974924374,0.025075626,0.964520772,0.035479228,0.574038327,0.425961673,0,0,0,0.102
3FGL J0941.0+6151,-28.71060031,-28.04177015,2.2964528,0.409789146,3.968008119,-0.842291424,-0.574844519,-0.35509558,-0.768407476,43.248943,1199.852,PowerLaw,0.998897427,0.001102573,0.988838641,0.011161359,0.989101334,0.010898666,0.954316296,0.045683704,0,0,0,0
3FGL J0946.2+5209,-26.39984409,-28.06251706,2.7351112,0.646772978,3.976885412,-0.724586284,-0.725898923,-0.998114934,-0.998505906,47.513985,438.75192,PowerLaw,0.999024411,9.76E-04,0.940820549,0.059179451,0.863966839,0.136033161,0.957854378,0.042145622,0,0,0,0
3FGL J0948.1-3641,-25.05963766,-27.51782798,2.722137,0.893389775,3.925668185,-0.721636417,-0.842724049,-0.665285904,-0.999962848,12.994061,371.0974,PowerLaw,0.996104785,0.003895215,0.865951807,0.134048193,0.876206359,0.123793641,0.841862614,0.158137386,0,0,0,0
3FGL J0948.8-4243,-27.22205554,-27.4596835,2.49293,-0.420380212,3.688101402,-0.824832373,-0.600798794,-0.487336486,-0.817392909,8.491675,747.778,PowerLaw,0.993566013,0.006433987,0.991680535,0.008319465,0.997761274,0.002238726,0.893001072,0.106998928,0,0,0,0
3FGL J0950.4+7550,-30.18837503,-28.23885832,2.1966805,-0.881077485,3.743655098,-0.753777667,-0.613511967,-0.431227572,-0.614828129,36.535854,1647.9114,PowerLaw,0.997310436,0.002689564,0.995506967,0.004493033,0.999688249,3.12E-04,0.977778262,0.022221738,0,0,0,0
3FGL J0952.8+0711,-32.39480856,-27.70733029,1.69938,0.322477407,3.676919468,0.999193165,-0.031945438,-0.360698323,-0.429566987,43.266056,5919.232,PowerLaw,0.999918417,8.16E-05,0.992377409,0.007622591,0.990636037,0.009363963,0.997409949,0.002590051,0,0,0,0
3FGL J1002.0-2837,-27.17955277,-27.71034239,2.5761907,0.743061094,3.534677606,0.18234179,-0.76183088,-0.782608885,-0.999909745,21.026257,599.48846,PowerLaw,0.988565418,0.011434582,0.835728708,0.164271292,0.739872202,0.260127798,0.868341489,0.131658511,0,0,0,0
3FGL J1003.7-5215,-28.75994922,-27.21626913,2.310178,0.918301509,4.022261206,-0.020208009,-0.439025461,-0.678395474,-0.893238155,2.5736368,1386.2944,PowerLaw,0.239512743,0.760487257,0.709455486,0.290544514,0.847289319,0.152710681,0.419501754,0.580498246,1,0.008,0,0.902
3FGL J1008.6-5706,-26.88952863,-26.15929828,2.5090494,0.427907321,3.702983646,-0.655550688,-0.702343777,-0.861206654,-0.548394749,-0.94378966,1197.5199,PowerLaw,0.348470182,0.651529818,0.920393325,0.079606675,0.932292247,0.067707753,0.526425396,0.473574604,1,0,0,0.337
3FGL J1010.8-7645c,-29.50347912,-27.4337419,2.3066106,-2.402211524,3.619702994,-0.720897166,-0.833547491,-0.682467634,0.048084283,-16.73817,1710.3887,PowerLaw,0.999326284,6.74E-04,0.995904251,0.004095749,0.999998766,1.23E-06,0.953957962,0.046042038,0,0,0,0
3FGL J1013.4-4008,-29.59890719,-27.66546702,2.2513545,-0.503352451,3.774973385,-0.603170917,-0.764549231,-0.413727575,-0.450289037,13.3537445,1645.223,PowerLaw,0.999788478,2.12E-04,0.994928396,0.005071604,0.999484569,5.15E-04,0.986331664,0.013668336,0,0,0,0
3FGL J1016.6-4244,-31.81164971,-27.56771257,1.7821834,0.538453145,3.933831463,0.990407394,-0.62187586,-0.178768401,-0.409181091,11.572934,5159.484,PowerLaw,0.999693323,3.07E-04,0.985271296,0.014728704,0.994556803,0.005443197,0.997145503,0.002854497,0,0,0,0
3FGL J1016.9-2653,-26.89286204,-27.75517728,2.605058,0.65538176,3.784264018,-0.643909499,-0.690680162,-0.816002909,-0.999987357,24.449688,546.05975,PowerLaw,0.998758363,0.001241637,0.91989262,0.08010738,0.838781399,0.161218601,0.914124424,0.085875576,0,0,0,0
3FGL J1018.2-6254,-27.23155805,-27.25444188,2.5677447,0.958331235,3.520507606,-0.729531157,-0.89643877,-0.443944042,-0.780358453,-5.038344,766.8319,PowerLaw,0.991504642,0.008495358,0.612252513,0.387747487,0.836324031,0.163675969,0.829457907,0.170542093,0,0.159,0,0
3FGL J1021.9-5815c,-30.00125901,-25.97239274,2.3012726,1.126140973,3.680149761,-0.833114357,-0.759866232,-0.695263238,-0.673462556,-0.90544313,4090.3057,PowerLaw,0.066024707,0.933975293,0.516836319,0.483163681,0.424151338,0.575848662,0.509352269,0.490647731,1,0.478,0.77,0.448
3FGL J1024.3-5757,-32.4349601,-26.18304787,1.895486,-0.269468472,3.493529039,-0.94474588,-0.658610886,0.165771463,-0.585755326,-0.47046876,13144.951,PowerLaw,0.912751089,0.087248911,0.975360102,0.024639898,0.996913916,0.003086084,0.886004405,0.113995595,0,0,0,0
3FGL J1024.4-4545,-31.92547448,-27.67923264,1.9641942,-0.391215739,3.657729699,-0.638479139,-0.778778215,-0.371340981,-0.028759627,9.841026,4805.6045,PowerLaw,0.999690391,3.10E-04,0.994233159,0.005766841,0.999578307,4.22E-04,0.996720717,0.003279283,0,0,0,0
3FGL J1025.1-6507,-27.43352897,-27.31160072,2.4187806,1.012124338,3.968479517,-0.631374448,-0.720036934,-0.99868124,0.972428155,-6.485222,912.7911,PowerLaw,0.986351409,0.013648591,0.981855731,0.018144269,0.998604774,0.001395226,0.821256842,0.178743158,0,0,0,0
3FGL J1025.7-5659c,-29.8424034,-26.31049056,2.3450043,0.751637762,3.791852878,-0.597456463,-0.851565908,-0.842543119,-0.636027855,0.43840495,2998.7205,PowerLaw,0.348086838,0.651913162,0.781963295,0.218036705,0.73789575,0.26210425,0.515396791,0.484603209,1,0.023,0.01,0.42
3FGL J1025.9-5930,-30.11463912,-26.4624577,2.2171626,-1.584990208,3.796904075,-0.425010574,-0.666548341,-0.917486061,-0.242626838,-1.6863794,3620.791,PowerLaw,0.984322597,0.015677403,0.992481966,0.007518034,0.999882275,1.18E-04,0.847044157,0.152955843,0,0,0,0
3FGL J1027.8+8253,-30.29448512,-28.1076798,2.0730712,0.308316706,3.732761785,-0.616795773,-0.397927187,-0.68458224,-0.425596031,32.79398,2050.8162,PowerLaw,0.999381171,6.19E-04,0.990123611,0.009876389,0.983616925,0.016383075,0.981367743,0.018632257,0,0,0,0
3FGL J1028.3-7419,-26.24949912,-27.5638538,2.6900532,-0.207864005,3.538709258,-0.646100395,-0.808271498,-0.571328893,-0.999250231,-14.120224,460.24615,PowerLaw,0.993378554,0.006621446,0.982370392,0.017629608,0.990713997,0.009286003,0.944523241,0.055476759,0,0,0,0
3FGL J1030.0-5809,-32.76364338,-26.282222,1.7922912,-0.677451997,3.914669042,0.596861506,-0.6897426,-0.739707151,-0.274939152,-0.24776001,15775.612,PowerLaw,0.735361754,0.264638246,0.98256926,0.01743074,0.998405407,0.001594593,0.847809594,0.152190406,0,0,0,0
3FGL J1031.4-5855,-31.0225176,-26.55221855,2.085076,0.567990054,3.70968452,0.909959658,-0.35619714,-0.603612161,-0.407980368,-0.8111389,5402.8657,PowerLaw,0.994227312,0.005772688,0.940987912,0.059012088,0.966388265,0.033611735,0.941994113,0.058005887,0,0,0,0
3FGL J1033.0-5945,-27.50037828,-26.42041061,2.3796062,0.534994411,3.645714874,-0.133807939,-0.73110328,-0.759180509,-0.833733626,-1.4227036,1555.606,PowerLaw,0.566638173,0.433361827,0.802268233,0.197731767,0.827032458,0.172967542,0.491089607,0.508910393,0,0,0.005,0.56
3FGL J1033.4-5035,-29.64583687,-27.37124543,2.0194092,-0.364368276,3.840819764,-0.722619945,-0.333053304,-0.410913217,-0.531866418,6.509114,2603.0557,PowerLaw,0.999521536,4.78E-04,0.991623594,0.008376406,0.998759043,0.001240957,0.995523422,0.004476578,0,0,0,0
3FGL J1034.0-5731c,-28.35087887,-26.42669369,2.2835245,1.076076931,4.050115642,0.999809235,-0.820610073,-0.665755501,-0.772009635,0.5724083,1999.219,PowerLaw,0.946787687,0.053212313,0.74888753,0.25111247,0.820932358,0.179067642,0.524821835,0.475178165,0,0.014,0,0.34
3FGL J1036.4-4348,-28.9051918,-27.69668037,2.2768114,0.198994619,3.692954589,-0.824571802,-0.452468439,-0.266308388,-0.999984566,12.611657,1252.5513,PowerLaw,0.974894547,0.025105453,0.978981194,0.021018806,0.980314258,0.019685742,0.73552147,0.26447853,0,0,0,0
3FGL J1038.0-2425,-28.5193014,-27.78050471,2.3966603,-1.278336394,4.078931675,-0.728465019,-0.606986426,-0.780370038,-0.379296151,29.232199,1034.1664,PowerLaw,0.999355225,6.45E-04,0.995948818,0.004051182,0.99995759,4.24E-05,0.965599594,0.034400406,0,0,0,0
3FGL J1039.5+7324,-30.8648579,-27.91364242,2.0938542,-1.493813783,4.133422429,-0.694155431,-0.384748888,-0.55135842,-0.618781063,40.555935,2794.7935,PowerLaw,0.999858979,1.41E-04,0.996035444,0.003964556,0.999960994,3.90E-05,0.99912232,8.78E-04,0,0,0,0
3FGL J1040.5-5926c,-30.29550779,-26.29510599,2.166793,0.880821842,3.561170507,0.999978392,-0.737822816,-0.772443222,-0.79351548,-0.6792441,4540.0664,PowerLaw,0.312991488,0.687008512,0.587856753,0.412143247,0.524873505,0.475126495,0.529960813,0.470039187,1,0.309,0.384,0.347
3FGL J1043.6-5930,-31.23194142,-26.01479662,2.0659106,0.989856609,3.574700644,0.998039425,0.382528228,-0.564947178,-0.529991172,-0.555973,8121.9614,PowerLaw,0.492650725,0.507349275,0.818107731,0.181892269,0.808523365,0.191476635,0.83455142,0.16544858,1,0.001,0.041,0
3FGL J1043.8-5851,-32.36257981,-26.71161285,1.9262966,-0.608501115,3.620584179,-0.713398564,0.885210501,-0.811824251,-0.475652816,0.030466817,9378.591,PowerLaw,0.989856183,0.010143817,0.97907181,0.02092819,0.994810108,0.005189892,0.882042043,0.117957957,0,0,0,0
3FGL J1045.3-6414,-27.46295223,-27.03507566,2.4894845,1.288293006,3.84835992,0.953742416,-0.756523892,-0.802761989,-0.910239943,-4.6471233,983.7172,PowerLaw,0.33692099,0.66307901,0.34594431,0.65405569,0.560512216,0.439487784,0.450397426,0.549602574,1,0.9,0.216,0.794
3FGL J1045.5-2335,-29.04399249,-27.77596562,2.3675408,-0.270477982,3.745165123,-0.554123174,-0.648133417,-0.743280225,-0.68412188,30.877872,1186.1779,PowerLaw,0.99967117,3.29E-04,0.993565581,0.006434419,0.994426819,0.005573181,0.945806514,0.054193486,0,0,0,0
3FGL J1047.8-3737,-31.19947069,-27.67901407,1.8951391,-0.357214232,3.839878157,0.105815939,-0.41578512,-0.216187072,-0.731583105,19.057636,3769.7896,PowerLaw,0.999547758,4.52E-04,0.994279111,0.005720889,0.998610448,0.001389552,0.995576304,0.004423696,0,0,0,0
3FGL J1048.8-5006,-29.18127662,-27.43966004,2.298591,-0.351185041,3.656597246,-0.856448587,-0.300066449,-0.599883255,-0.837811154,8.117417,1516.7943,PowerLaw,0.94991309,0.05008691,0.989056465,0.010943535,0.993077884,0.006922116,0.840260172,0.159739828,0,0,0,0
3FGL J1049.7+1548,-29.5866931,-27.82311462,2.1529865,0.099895741,4.06715574,-0.181782214,-0.624674892,-0.405549129,-0.914490386,59.610462,1781.5408,PowerLaw,0.98454983,0.01545017,0.991747882,0.008252118,0.991544747,0.008455253,0.922611462,0.077388538,0,0,0,0
3FGL J1050.4+0435,-25.86792808,-27.55254511,2.4701045,1.009203859,5.916933143,-0.65313592,-0.669654469,-0.783171912,-0.778479108,53.412853,587.0513,PowerLaw,0.999935651,6.43E-05,0.994273789,0.005726211,0.998206186,0.001793814,0.98768456,0.01231544,0,0,0,0
3FGL J1050.6-6112,-29.01824887,-26.5774866,2.3521402,1.08560837,3.35998288,0.999755863,-0.87201174,-0.999991229,0.999846459,-1.6704077,2105.6665,PowerLaw,0.874471129,0.125528871,0.962351459,0.037648541,0.990725988,0.009274012,0.610778115,0.389221885,0,0,0,0.043
3FGL J1051.0+5332,-26.60655926,-28.00434788,2.8667364,-0.235505648,3.950008379,-0.858194709,-0.554027503,-0.999897864,-0.443011819,55.51386,420.45535,PowerLaw,0.999948398,5.16E-05,0.994616032,0.005383968,0.998667538,0.001332462,0.953348737,0.046651263,0,0,0,0
3FGL J1052.0+0816,-29.78219224,-27.88723106,2.223526,-0.04350977,3.600273406,-0.389117002,-0.770028624,-0.671786998,-0.081112047,56.058167,1607.2697,PowerLaw,0.999642594,3.57E-04,0.994640643,0.005359357,0.997773909,0.002226091,0.969740339,0.030259661,0,0,0,0
3FGL J1054.2-3123,-25.99604782,-27.7014454,2.719166,0.871956493,4.10203566,-0.602326755,-0.853923259,-0.744448994,-0.999866165,25.155178,417.9343,PowerLaw,0.988870113,0.011129887,0.936224949,0.063775051,0.89836022,0.10163978,0.886230734,0.113769266,0,0,0,0
3FGL J1054.7-6006,-30.02149808,-26.21729042,2.1766121,0.710852217,3.72186425,0.998966011,-0.842053029,-0.677952825,-0.555829068,-0.46108547,4423.7817,PowerLaw,0.491267299,0.508732701,0.885684559,0.114315441,0.886010015,0.113989985,0.74425497,0.25574503,1,0,0,0
3FGL J1057.6-4051,-32.69516838,-27.76927094,1.7566258,0.634927268,3.634236979,-0.71993146,-0.575616272,-0.123002735,-0.138713226,17.066526,7006.5356,PowerLaw,0.999760264,2.40E-04,0.987628651,0.012371349,0.989420684,0.010579316,0.995171619,0.004828381,0,0,0,0
3FGL J1057.7-6624,-27.69315368,-27.09858192,2.4595594,0.20306802,3.397793662,-0.602446131,-0.837453216,-0.35301186,-0.589336213,-6.0009975,1141.1233,PowerLaw,0.997606748,0.002393252,0.961267301,0.038732699,0.988233382,0.011766618,0.923620249,0.076379751,0,0,0,0
3FGL J1058.5-6106c,-30.97985006,-26.28229208,2.1575956,1.287008855,3.784019847,-0.729829101,-0.874458335,-0.457146992,-0.57417543,-1.1660262,5496.1514,PowerLaw,0.188995737,0.811004263,0.559917639,0.440082361,0.579226903,0.420773097,0.755760578,0.244239422,1,0.386,0.233,0
3FGL J1059.3+0224,-28.73512892,-27.29905717,2.3519893,0.428245454,3.958447956,-0.078878262,-0.646114948,-0.71119749,-0.801706308,53.53661,1468.4967,PowerLaw,0.990286509,0.009713491,0.986189252,0.013810748,0.956586418,0.043413582,0.819691321,0.180308679,0,0,0,0
3FGL J1100.2-2044,-28.32323719,-27.83773402,2.4129748,-0.974285775,3.874200342,-0.914809491,-0.199232591,-0.85176287,-0.443607282,35.075703,917.60175,PowerLaw,0.99901473,9.85E-04,0.995668383,0.004331617,0.999764779,2.35E-04,0.909681998,0.090318002,0,0,0,0
3FGL J1101.3-6032,-32.17508388,-26.42527399,1.9662588,-0.31008284,3.711350577,0.996279686,-0.808787689,-0.580119251,-0.722336312,-0.51015383,9978.927,PowerLaw,0.995608359,0.004391641,0.968932889,0.031067111,0.987177388,0.012822612,0.937810324,0.062189676,0,0,0,0
3FGL J1103.3+5239,-27.20828397,-28.07041526,2.618117,-0.12271038,4.177052024,-0.517947526,-0.817997901,-0.666476132,-0.999825413,57.50103,583.79816,PowerLaw,0.999679308,3.21E-04,0.992956355,0.007043645,0.996009994,0.003990006,0.984434346,0.015565654,0,0,0,0
3FGL J1104.3-7736c,-26.32469312,-27.32027637,2.512965,0.971483593,3.913889163,-0.319384989,-0.783118094,-0.667888933,-0.999912055,-15.956126,567.2567,PowerLaw,0.991235077,0.008764923,0.823776517,0.176223483,0.800589932,0.199410068,0.715667396,0.284332604,0,0,0,0.001
3FGL J1105.7+4427,-28.74324705,-28.1180962,2.4056919,-0.076470977,3.350610645,-0.60929667,-0.701348753,-0.630409164,-0.515294079,62.6486,972.7507,PowerLaw,0.999647749,3.52E-04,0.991305605,0.008694395,0.990820604,0.009179396,0.949254389,0.050745611,0,0,0,0
3FGL J1106.6-1744,-30.00527322,-27.74801961,2.0322552,1.371611088,3.635350241,0.950900924,-0.265111612,-0.543500006,-0.996677403,38.437,1969.5923,PowerLaw,0.26447826,0.73552174,0.433223535,0.566776465,0.357963824,0.642036176,0.267504707,0.732495293,1,0.71,0.971,1
3FGL J1112.1+0500,-30.35955437,-27.75269415,2.093238,-3.112803762,3.778524298,0.843734455,-0.564813348,-0.762954021,-0.229075119,57.616486,2269.5767,PowerLaw,0.999525563,4.74E-04,0.996298846,0.003701154,0.999999537,4.63E-07,0.973001471,0.026998529,0,0,0,0
3FGL J1112.1+1034,-28.50719233,-27.79312672,2.484939,-0.080781676,3.731432589,-0.665427791,-0.89028204,-0.806016851,0.543230336,61.37039,961.7309,PowerLaw,0.999771338,2.29E-04,0.995530597,0.004469403,0.999802484,1.98E-04,0.95147612,0.04852388,0,0,0,0
3FGL J1113.1-4515,-29.58538935,-27.52373206,2.32357,0.226967829,3.706934231,-0.756207184,-0.587821201,-0.635322419,-0.662982107,14.238663,1669.3367,PowerLaw,0.999126377,8.74E-04,0.986636452,0.013363548,0.976492421,0.023507579,0.958693758,0.041306242,0,0,0,0
3FGL J1115.0-0701,-29.4028455,-27.64704959,2.108555,-2.868785663,4.464618207,-0.582751831,-0.649727445,-0.426312605,-0.582962845,48.63636,1946.8802,PowerLaw,0.99997864,2.14E-05,0.996308448,0.003691552,0.999999774,2.26E-07,0.999667478,3.33E-04,0,0,0,0
3FGL J1116.7-4854,-27.87004031,-27.46248692,2.459614,0.67622887,4.147869847,-0.615340018,-0.741204988,-0.817225381,-0.553107124,11.080322,916.4789,PowerLaw,0.999624151,3.76E-04,0.981498947,0.018501053,0.973131706,0.026868294,0.968150086,0.031849914,0,0,0,0
3FGL J1117.2-5338,-29.87679818,-27.38001029,2.0026665,0.247049123,4.20727019,-0.662375511,-0.439120587,-0.309743706,-0.573954866,6.6805735,2856.245,PowerLaw,0.999637331,3.63E-04,0.98727635,0.01272365,0.996970097,0.003029903,0.998102675,0.001897325,0,0,0,0
3FGL J1117.7+0217,-29.54647535,-27.79157323,2.1532753,0.372509592,4.014583132,-0.143061732,-0.651523301,-0.641232048,-0.499893552,56.531345,1653.3336,PowerLaw,0.999213458,7.87E-04,0.992027048,0.007972952,0.988985358,0.011014642,0.986755784,0.013244216,0,0,0,0
3FGL J1119.8-2647,-31.93089035,-27.76443126,1.8328776,-0.17835603,3.990348079,-0.917512117,-0.692159279,0.391783543,-0.604737415,31.76114,4772.803,PowerLaw,0.999905704,9.43E-05,0.995127167,0.004872833,0.999652521,3.47E-04,0.998787312,0.001212688,0,0,0,0
3FGL J1123.3-2529,-28.75939844,-27.78392209,2.2875624,-0.05405103,3.802663482,0.849006336,-0.745289581,-0.387604365,-0.795954653,33.262474,1208.337,PowerLaw,0.999065255,9.35E-04,0.993626001,0.006373999,0.996882924,0.003117076,0.95126547,0.04873453,0,0,0,0
3FGL J1123.6-4558,-29.91730264,-27.60333154,2.1941185,-0.003582911,3.465996338,0.99966719,-0.522631932,-0.855012936,0.065961351,14.237375,1952.4155,PowerLaw,0.999564509,4.35E-04,0.993105502,0.006894498,0.997708798,0.002291202,0.937665543,0.062334457,0,0,0,0
3FGL J1125.1-5803,-32.66422707,-27.22333188,1.8770671,0.670557801,3.633244564,-0.997670441,0.632327739,0.025061193,-0.451802572,2.9155421,8626.138,PowerLaw,0.999518238,4.82E-04,0.945694553,0.054305447,0.987033569,0.012966431,0.990043671,0.009956329,0,0,0,0
3FGL J1126.8-5001,-27.3444198,-27.54916163,2.4260032,0.582509599,3.703602462,-0.751429204,-0.5255372,-0.758032061,-0.801873789,10.5966015,800.3914,PowerLaw,0.973761838,0.026238162,0.930392244,0.069607756,0.902475499,0.097524501,0.747506209,0.252493791,0,0,0,0
3FGL J1129.0+3758,-28.83602205,-27.48456442,2.2883708,0.94414517,3.801110662,-0.0922513,-0.640602678,-0.561793697,-0.889376991,69.59608,1619.1989,PowerLaw,0.915540561,0.084459439,0.885785531,0.114214469,0.766012762,0.233987238,0.58045116,0.41954884,0,0,0,0.11
3FGL J1130.7-7800,-31.86554396,-27.51466345,1.7402625,0.856100843,3.842527065,-0.990449262,0.670740247,-0.042194751,-0.29646513,-15.812871,6022.6904,PowerLaw,0.99865505,0.00134495,0.980073627,0.019926373,0.991238275,0.008761725,0.989679553,0.010320447,0,0,0,0
3FGL J1132.0-4736,-30.08454597,-27.70334109,2.1137707,-0.622334744,3.461744636,-0.999831285,0.995771083,-0.521074626,-0.693810623,13.162734,2194.085,PowerLaw,0.999857049,1.43E-04,0.992643351,0.007356649,0.997921888,0.002078112,0.992419268,0.007580732,0,0,0,0
3FGL J1139.0-6244,-27.26500845,-26.52155109,2.2745953,0.93410287,3.382675098,-0.442620319,-0.566991517,-0.599769436,-0.814866783,-1.0220128,1475.6711,PowerLaw,0.271976579,0.728023421,0.385430497,0.614569503,0.547122815,0.452877185,0.333029771,0.666970229,1,0.786,0.219,0.998
3FGL J1142.1-6941,-27.37613846,-27.2269863,2.6594715,-0.416922494,3.983079166,-0.459876816,-0.778156068,-0.754914094,-0.769504784,-7.6227984,750.1827,PowerLaw,0.999113812,8.86E-04,0.98871673,0.01128327,0.998250782,0.001749218,0.935636357,0.064363643,0,0,0,0
3FGL J1146.1-0640,-31.31735461,-27.73469428,1.9208453,0.682549523,3.515581878,-0.948588772,0.198983773,-0.194235919,-0.67580672,52.682777,3750.783,PowerLaw,0.999777073,2.23E-04,0.961266311,0.038733689,0.933375449,0.066624551,0.991604348,0.008395652,0,0,0,0
3FGL J1149.1+2815,-27.934288,-27.80913232,2.5828683,-0.242143411,3.832385964,-0.843964756,-0.609205429,-0.483662222,-0.646347232,76.18191,764.6297,PowerLaw,0.999931498,6.85E-05,0.994211687,0.005788313,0.99855105,0.00144895,0.982500375,0.017499625,0,0,0,0
3FGL J1150.7-4816,-29.18772925,-27.73682033,2.3295882,-0.141046382,3.496986598,0.452707714,-0.656962182,-0.901821136,-0.099799154,13.370589,1298.4535,PowerLaw,0.999424034,5.76E-04,0.99354705,0.00645295,0.997492333,0.002507667,0.892909215,0.107090785,0,0,0,0
3FGL J1151.5+0957,-29.76235773,-27.885943,2.2214894,-1.417346322,3.762570572,-0.497776727,-0.692555787,-0.447386418,-0.750309478,67.7741,1589.9023,PowerLaw,0.999877882,1.22E-04,0.995637871,0.004362129,0.999881573,1.18E-04,0.994573656,0.005426344,0,0,0,0
3FGL J1151.8-6108,-27.4433644,-26.82138667,2.4333627,0.823544542,3.867632924,-0.425750812,-0.06099802,-0.848115061,-0.932233612,0.8997268,1063.8447,PowerLaw,0.045528614,0.954471386,0.625869242,0.374130758,0.753232004,0.246767996,0.335888013,0.664111987,1,0.149,0.025,0.996
3FGL J1155.3-1112,-33.05572177,-27.63746695,1.5344934,1.003299422,3.547360647,0.785627273,0.84553255,0.723681491,-0.48726007,49.322224,7846.405,PowerLaw,0.997889121,0.002110879,0.978987134,0.021012866,0.994234362,0.005765638,0.989424608,0.010575392,0,0,0,0
3FGL J1200.4+0202,-29.73821765,-27.72238548,2.0355177,0.484979799,4.021621349,-0.727265528,-0.335338277,-0.318552262,-0.741719555,62.0972,2072.598,PowerLaw,0.999831379,1.69E-04,0.987281213,0.012718787,0.98250326,0.01749674,0.995161627,0.004838373,0,0,0,0
3FGL J1200.9-1432,-29.56576744,-27.71358719,2.2530088,0.152083459,3.996177997,-0.923692873,-0.441968611,-0.241205069,-0.573096686,46.56981,1573.3981,PowerLaw,0.999858979,1.41E-04,0.994073843,0.005926157,0.997851791,0.002148209,0.978236125,0.021763875,0,0,0,0
3FGL J1203.9-1745,-29.6950736,-27.84239396,2.169083,0.810634839,3.871943485,0.543824254,-0.247118109,-0.593485732,-0.999947817,43.654617,1665.5062,PowerLaw,0.995707199,0.004292801,0.915310954,0.084689046,0.846413984,0.153586016,0.785236767,0.214763233,0,0,0,0
3FGL J1205.9+3315,-27.22355581,-27.90958845,2.714465,0.648408881,3.749401129,-0.936624922,-0.483567982,-0.625345932,-0.312353608,78.42608,562.41113,PowerLaw,0.999695361,3.05E-04,0.988733871,0.011266129,0.990140918,0.009859082,0.938587738,0.061412262,0,0,0,0
3FGL J1206.4-7123,-26.00328023,-27.41882535,2.6803238,0.817321084,3.768380854,-0.767790548,-0.788205442,-0.682947509,-0.999966617,-8.841144,487.91864,PowerLaw,0.987761776,0.012238224,0.737227595,0.262772405,0.833951701,0.166048299,0.781780007,0.218219993,0,0.008,0,0
3FGL J1208.0-6901,-27.24736967,-27.4073964,2.483818,0.736574083,3.64050096,-0.7390378,-0.599498288,-0.682796554,-0.999991081,-6.4823184,771.401,PowerLaw,0.973067643,0.026932357,0.595492026,0.404507974,0.765681638,0.234318362,0.645621445,0.354378555,0,0.208,0,0.002
3FGL J1209.9+7607,-28.54087998,-28.11373941,2.3979633,-0.300080213,3.720046671,-0.67457432,-0.752187467,-0.274527342,-0.913875019,40.739056,1003.5752,PowerLaw,0.988075356,0.011924644,0.993408934,0.006591066,0.997653522,0.002346478,0.917362476,0.082637524,0,0,0,0
3FGL J1210.1-2742,-27.00606648,-27.50085981,2.5931532,-2.728621293,4.479639457,-0.739908728,-0.823902525,-0.380056152,-0.814071714,34.27022,680.76825,PowerLaw,0.999976025,2.40E-05,0.996312916,0.003687084,0.999999725,2.75E-07,0.996351699,0.003648301,0,0,0,0
3FGL J1211.8+6413,-29.17287024,-28.20170202,2.433652,-0.021586828,3.630384633,-0.928574789,-0.199334504,-0.714057708,-0.438452801,52.362003,1051.0796,PowerLaw,0.997678175,0.002321825,0.993161576,0.006838424,0.995569183,0.004430817,0.905299009,0.094700991,0,0,0,0
3FGL J1213.9-4412,-28.12829038,-27.58074491,2.2693622,0.039476065,3.873213152,-0.349726007,-0.714975586,-0.514072706,-0.782652669,18.141966,1135.471,PowerLaw,0.998901671,0.001098329,0.991398009,0.008601991,0.992580835,0.007419165,0.955215952,0.044784048,0,0,0,0
3FGL J1214.4-2315,-28.49902881,-27.60524246,2.382583,-0.468156169,3.631765383,-0.643848366,-0.73937881,-0.570602621,-0.506514034,38.82177,1134.0687,PowerLaw,0.999745885,2.54E-04,0.994938095,0.005061905,0.998649102,0.001350898,0.972704389,0.027295611,0,0,0,0
3FGL J1215.9-1926,-28.25310554,-27.73014644,2.4142911,-2.79740406,3.503434364,-0.808528118,-0.623249313,-0.429707476,-0.913481531,42.649998,931.48193,PowerLaw,0.961754584,0.038245416,0.996183549,0.003816451,0.999994279,5.72E-06,0.854442032,0.145557968,0,0,0,0
3FGL J1216.6-0557,-27.97716814,-27.59125123,2.483003,0.227915905,4.001938752,-0.74189699,-0.646583066,-0.608058471,-0.99973127,55.85352,847.28436,PowerLaw,0.996428168,0.003571832,0.986914286,0.013085714,0.974650151,0.025349849,0.903261707,0.096738293,0,0,0,0
